CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Historical_CLV,AOV,Predicted_CLV,Span_Days,Frequency_Per_Year
13759.0,33,2,659.4100000000001,3,2,2,322,Potential Loyalist,659.4100000000001,329.70500000000004,6504.990540540542,37,19.72972972972973
13760.0,54,5,1363.6399999999999,3,3,3,333,Others,1363.6399999999999,272.72799999999995,923.4296846011131,539,3.385899814471243
13761.0,50,6,1952.17,3,3,3,333,Others,1952.17,325.3616666666667,1175.8119636963695,606,3.6138613861386135
13762.0,219,5,2472.48,2,3,4,234,Others,2472.48,494.496,1884.0400835073067,479,3.810020876826722
13763.0,63,3,5217.4400000000005,3,2,4,324,Potential Loyalist,5217.4400000000005,1739.1466666666668,5133.060916442049,371,2.951482479784367
13764.0,71,6,2919.62,3,3,4,334,Others,2919.62,486.6033333333333,1866.3070052539406,571,3.8353765323993
13765.0,653,1,352.821,1,1,2,112,Lost Customers,352.821,352.821,18346.692000000003,1,52.0
13766.0,495,1,190.35,1,1,1,111,Lost Customers,190.35,190.35,9898.199999999999,1,52.0
13767.0,2,73,33903.57,4,4,4,444,Champions,33903.57,464.43246575342465,16813.591100543475,736,36.20244565217391
13768.0,727,2,875.97,1,2,3,123,Others,875.97,437.985,22775.22,4,52.0
13769.0,2,20,5478.12,4,4,4,444,Champions,5478.12,273.906,2773.250762829404,721,10.124826629681
13770.0,422,4,785.37,1,3,2,132,At Risk,785.37,196.3425,930.7144480519481,308,4.740259740259741
13771.0,64,9,5728.82,3,4,4,344,Champions,5728.82,636.5355555555556,3556.1552721088433,588,5.586734693877551
13772.0,34,8,3100.02,3,4,4,344,Champions,3100.02,387.5025,1825.0117741935485,620,4.709677419354839
13773.0,397,2,301.54,1,2,1,121,Others,301.54,150.77,418.487072243346,263,2.7756653992395437
13774.0,82,1,345.0,3,1,2,312,Potential Loyalist,345.0,345.0,17940.0,1,52.0
13775.0,591,1,1049.66,1,1,3,113,Lost Customers,1049.66,1049.66,54582.32000000001,1,52.0
13776.0,428,2,623.98,1,2,2,122,Others,623.98,311.99,16223.48,1,52.0
13777.0,1,61,49638.26,4,4,4,444,Champions,49638.26,813.7419672131148,24583.39877883311,737,30.21031207598372
13778.0,103,4,1124.49,2,3,3,233,Others,1124.49,281.1225,888.3957792207793,462,3.1601731601731604
13779.0,516,1,161.13,1,1,1,111,Lost Customers,161.13,161.13,8378.76,1,52.0
13780.0,7,3,732.07,4,2,2,422,Potential Loyalist,732.07,244.02333333333334,669.6880952380952,399,2.744360902255639
13781.0,251,3,778.83,2,2,2,222,Others,778.83,259.61,604.8360638297872,470,2.329787234042553
13782.0,13,13,1786.08,4,4,3,443,Champions,1786.08,137.39076923076922,905.4433333333334,720,6.590277777777779
13783.0,488,4,1542.09,1,3,3,133,At Risk,1542.09,385.5225,3042.5018918918913,185,7.891891891891891
13784.0,10,14,2910.23,4,4,4,444,Champions,2910.23,207.87357142857144,2414.1680681818184,440,11.613636363636365
13785.0,429,4,542.49,1,3,2,132,At Risk,542.49,135.6225,6387.3822580645165,31,47.09677419354839
13786.0,367,6,3127.99,2,3,4,234,Others,3127.99,521.3316666666666,3102.4900815217384,368,5.951086956521738
13787.0,76,6,1222.5,3,3,3,333,Others,1222.5,203.75,720.8602584814216,619,3.5379644588045234
13788.0,505,1,3.75,1,1,1,111,Lost Customers,3.75,3.75,195.0,1,52.0
13789.0,388,1,239.45999999999998,1,1,1,111,Lost Customers,239.45999999999998,239.45999999999998,12451.919999999998,1,52.0
13790.0,4,1,348.8,4,1,2,412,Potential Loyalist,348.8,348.8,18137.600000000002,1,52.0
13791.0,128,2,1516.0,2,2,3,223,Others,1516.0,758.0,13833.5,40,18.25
13792.0,66,3,383.95,3,2,2,322,Potential Loyalist,383.95,127.98333333333333,393.6566011235955,356,3.0758426966292136
13793.0,647,1,96.0,1,1,1,111,Lost Customers,96.0,96.0,4992.0,1,52.0
13794.0,547,1,126.03,1,1,1,111,Lost Customers,126.03,126.03,6553.56,1,52.0
13795.0,388,4,836.3,1,3,2,132,At Risk,836.3,209.075,1225.9016064257028,249,5.863453815261044
13796.0,499,1,289.7,1,1,1,111,Lost Customers,289.7,289.7,15064.4,1,52.0
13797.0,437,3,1179.45,1,2,3,123,Others,1179.45,393.15000000000003,2049.9964285714286,210,5.214285714285714
13798.0,1,110,75428.87,4,4,4,444,Champions,75428.87,685.717,35657.284,729,52.0
13799.0,117,9,2803.57,2,4,4,244,Others,2803.57,311.5077777777778,1941.7515180265655,527,6.233396584440228
13800.0,310,3,1679.56,2,2,3,223,Others,1679.56,559.8533333333334,1435.6894613583138,427,2.5644028103044496
13801.0,67,1,324.8,3,1,1,311,Potential Loyalist,324.8,324.8,16889.600000000002,1,52.0
13802.0,139,19,26259.11,2,4,4,244,Others,26259.11,1382.0584210526315,18326.147514340344,523,13.260038240917781
13803.0,255,3,1338.91,2,2,3,223,Others,1338.91,446.30333333333334,1346.286914600551,363,3.0165289256198347
13804.0,31,9,3161.12,3,4,4,344,Champions,3161.12,351.23555555555555,2841.8935960591134,406,8.091133004926109
13805.0,52,2,924.6,3,2,3,323,Potential Loyalist,924.6,462.3,4440.513157894737,76,9.605263157894736
13806.0,64,1,256.38,3,1,1,311,Potential Loyalist,256.38,256.38,13331.76,1,52.0
13807.0,367,3,422.2,2,2,2,222,Others,422.2,140.73333333333332,418.75815217391295,368,2.975543478260869
13808.0,6,5,1747.66,4,3,3,433,Loyal Customers,1747.66,349.53200000000004,7009.845054945055,91,20.054945054945055
13809.0,305,3,679.7,2,2,2,222,Others,679.7,226.5666666666667,1600.5838709677423,155,7.064516129032259
13810.0,29,3,1499.01,3,2,3,323,Potential Loyalist,1499.01,499.67,20264.394444444446,27,40.55555555555556
13811.0,184,3,814.5,2,2,2,222,Others,814.5,271.5,5405.318181818182,55,19.90909090909091
13812.0,42,3,539.0,3,2,2,322,Potential Loyalist,539.0,179.66666666666666,3122.7777777777774,63,17.38095238095238
13813.0,40,8,2765.47,3,4,4,344,Champions,2765.47,345.68375,1454.461887608069,694,4.207492795389049
13814.0,92,3,2257.32,3,2,4,324,Potential Loyalist,2257.32,752.44,1898.4373271889401,434,2.5230414746543777
13815.0,22,8,7475.74,4,4,4,444,Champions,7475.74,934.4675,4243.616018662519,643,4.541213063763609
13816.0,24,2,571.6700000000001,4,2,2,422,Potential Loyalist,571.6700000000001,285.83500000000004,5216.48875,40,18.25
13817.0,29,2,382.98,3,2,2,322,Potential Loyalist,382.98,191.49,434.1232919254658,322,2.2670807453416146
13818.0,430,1,61.28,1,1,1,111,Lost Customers,61.28,61.28,3186.56,1,52.0
13819.0,302,6,2642.35,2,3,4,234,Others,2642.35,440.39166666666665,2212.0590596330276,436,5.022935779816514
13820.0,418,3,652.75,1,2,2,122,Others,652.75,217.58333333333334,909.3654580152671,262,4.179389312977099
13821.0,145,6,1379.08,2,3,3,233,Others,1379.08,229.84666666666666,900.4726296958855,559,3.9177101967799643
13822.0,6,2,632.0,4,2,2,422,Potential Loyalist,632.0,316.0,6784.7058823529405,34,21.470588235294116
13823.0,19,7,3403.4500000000003,4,3,4,434,Champions,3403.4500000000003,486.2071428571429,1762.0698581560287,705,3.624113475177305
13824.0,33,12,3314.76,3,4,4,344,Champions,3314.76,276.23,2003.1248344370863,604,7.251655629139073
13825.0,622,2,255.59,1,2,1,121,Others,255.59,127.795,863.7995370370371,108,6.7592592592592595
13826.0,176,1,189.5,2,1,1,211,Others,189.5,189.5,9854.0,1,52.0
13827.0,58,3,409.8,3,2,2,322,Potential Loyalist,409.8,136.6,1759.729411764706,85,12.882352941176471
13828.0,22,1,209.49,4,1,1,411,Potential Loyalist,209.49,209.49,10893.48,1,52.0
13829.0,421,1,102.0,1,1,1,111,Lost Customers,102.0,102.0,5304.0,1,52.0
13830.0,582,1,156.85000000000002,1,1,1,111,Lost Customers,156.85000000000002,156.85000000000002,8156.200000000001,1,52.0
13831.0,16,18,6585.54,4,4,4,444,Champions,6585.54,365.86333333333334,3371.2792426367464,713,9.214586255259468
13832.0,19,2,609.89,4,2,2,422,Potential Loyalist,609.89,304.945,552.3817617866005,403,1.8114143920595533
13833.0,159,2,700.41,2,2,2,222,Others,700.41,350.205,1047.7444672131146,244,2.9918032786885242
13834.0,577,2,324.19,1,2,1,121,Others,324.19,162.095,1286.1885869565217,92,7.934782608695651
13835.0,25,7,1095.27,4,3,3,433,Loyal Customers,1095.27,156.46714285714285,644.7960483870968,620,4.120967741935484
13836.0,399,2,620.37,1,2,2,122,Others,620.37,310.185,15095.670000000002,15,48.66666666666667
13837.0,212,2,266.59000000000003,2,2,1,221,Others,266.59000000000003,133.29500000000002,926.7176190476192,105,6.9523809523809526
13838.0,6,10,1690.07,4,4,3,443,Champions,1690.07,169.007,1076.5716404886562,573,6.369982547993019
13839.0,486,1,139.95000000000002,1,1,1,111,Lost Customers,139.95000000000002,139.95000000000002,7277.400000000001,1,52.0
13840.0,416,1,651.4,1,1,2,112,Lost Customers,651.4,651.4,33872.799999999996,1,52.0
13841.0,253,1,85.0,2,1,1,211,Others,85.0,85.0,4420.0,1,52.0
13842.0,59,18,5319.34,3,4,4,344,Champions,5319.34,295.5188888888889,3225.1812292358804,602,10.913621262458472
13843.0,381,1,319.75,1,1,1,111,Lost Customers,319.75,319.75,16627.0,1,52.0
13844.0,11,1,361.62,4,1,2,412,Potential Loyalist,361.62,361.62,18804.24,1,52.0
13845.0,65,1,312.98,3,1,1,311,Potential Loyalist,312.98,312.98,16274.960000000001,1,52.0
13846.0,25,4,1307.79,4,3,3,433,Loyal Customers,1307.79,326.9475,1272.9155999999998,375,3.893333333333333
13847.0,720,1,310.72,1,1,1,111,Lost Customers,310.72,310.72,16157.440000000002,1,52.0
13848.0,92,8,3015.0,3,4,4,344,Champions,3015.0,376.875,1727.5902668759811,637,4.583987441130298
13849.0,52,5,3469.3,3,3,4,334,Others,3469.3,693.86,2213.801573426573,572,3.1905594405594404
13850.0,129,1,1595.48,2,1,3,213,Others,1595.48,1595.48,82964.96,1,52.0
13851.0,96,8,4606.46,3,4,4,344,Champions,4606.46,575.8075,2879.0375,584,5.0
13852.0,611,1,187.35000000000002,1,1,1,111,Lost Customers,187.35000000000002,187.35000000000002,9742.2,1,52.0
13853.0,57,1,1090.14,3,1,3,313,Potential Loyalist,1090.14,1090.14,56687.280000000006,1,52.0
13854.0,9,39,11944.56,4,4,4,444,Champions,11944.56,306.2707692307692,6309.35513748191,691,20.600578871201158
13855.0,501,4,1310.3400000000001,1,3,3,133,At Risk,1310.3400000000001,327.58500000000004,2079.4526086956525,230,6.347826086956522
13856.0,169,11,1142.03,2,4,3,243,Others,1142.03,103.82090909090908,926.3132222222222,450,8.922222222222222
13857.0,393,6,1001.01,1,3,3,133,At Risk,1001.01,166.835,2064.229661016949,177,12.372881355932202
13858.0,57,1,216.17,3,1,1,311,Potential Loyalist,216.17,216.17,11240.84,1,52.0
13859.0,326,2,515.86,2,2,2,222,Others,515.86,257.93,927.5315270935961,203,3.5960591133004924
13860.0,1,5,1245.9,4,3,3,433,Loyal Customers,1245.9,249.18,5350.041176470589,85,21.47058823529412
13861.0,429,2,273.26,1,2,1,121,Others,273.26,136.63,987.5237623762378,101,7.227722772277229
13862.0,18,9,2556.09,4,4,4,444,Champions,2556.09,284.01,2514.751617250674,371,8.8544474393531
13863.0,248,4,1239.55,2,3,3,233,Others,1239.55,309.8875,1311.4079710144927,345,4.231884057971015
13864.0,387,1,662.4000000000001,1,1,2,112,Lost Customers,662.4000000000001,662.4000000000001,34444.8,1,52.0
13865.0,58,4,501.56,3,3,2,332,Others,501.56,125.39,792.5082251082251,231,6.320346320346321
13866.0,74,1,145.67000000000002,3,1,1,311,Potential Loyalist,145.67000000000002,145.67000000000002,7574.840000000001,1,52.0
13867.0,31,3,1005.09,3,2,3,323,Potential Loyalist,1005.09,335.03000000000003,1972.3540322580645,186,5.887096774193548
13868.0,7,2,3192.54,4,2,4,424,Potential Loyalist,3192.54,1596.27,37589.58387096775,31,23.548387096774196
13869.0,123,10,7996.87,2,4,4,244,Others,7996.87,799.687,5147.896913580247,567,6.4373897707231045
13870.0,2,15,5712.08,4,4,4,444,Champions,5712.08,380.80533333333335,3125.800899550225,667,8.20839580209895
13871.0,23,17,7885.85,4,4,4,444,Champions,7885.85,463.8735294117647,4135.53915229885,696,8.915229885057471
13872.0,527,3,919.57,1,2,3,123,Others,919.57,306.52333333333337,1695.1669191919193,198,5.53030303030303
13873.0,120,8,1038.92,2,4,3,243,Others,1038.92,129.865,720.9235741444867,526,5.551330798479087
13874.0,358,7,2049.15,2,3,3,233,Others,2049.15,292.7357142857143,2381.9737261146497,314,8.136942675159235
13875.0,54,14,4814.37,3,4,4,344,Champions,4814.37,343.88357142857143,2630.606362275449,668,7.649700598802395
13876.0,64,1,122.7,3,1,1,311,Potential Loyalist,122.7,122.7,6380.400000000001,1,52.0
13877.0,86,3,449.68,3,2,2,322,Potential Loyalist,449.68,149.89333333333335,272.19436152570484,603,1.8159203980099503
13878.0,55,4,2416.9,3,3,4,334,Others,2416.9,604.225,1606.8642987249546,549,2.6593806921675776
13879.0,646,1,395.5,1,1,2,112,Lost Customers,395.5,395.5,20566.0,1,52.0
13880.0,21,17,4293.86,4,4,4,444,Champions,4293.86,252.57999999999998,2902.3312962962964,540,11.490740740740742
13881.0,4,43,45179.1,4,4,4,444,Champions,45179.1,1050.6767441860466,25726.008580343216,641,24.485179407176286
13882.0,3,5,1191.13,4,3,3,433,Loyal Customers,1191.13,238.22600000000003,7127.253278688525,61,29.918032786885245
13883.0,11,15,6560.02,4,4,4,444,Champions,6560.02,437.3346666666667,3325.565694444445,720,7.604166666666667
13884.0,7,10,1825.03,4,4,3,443,Champions,1825.03,182.503,1441.8527056277055,462,7.900432900432901
13885.0,189,2,506.8,2,2,2,222,Others,506.8,253.4,13176.800000000001,11,52.0
13886.0,71,1,243.56,3,1,1,311,Potential Loyalist,243.56,243.56,12665.12,1,52.0
13887.0,204,1,349.55,2,1,2,212,Others,349.55,349.55,18176.600000000002,1,52.0
13888.0,120,7,2001.59,2,4,3,243,Others,2001.59,285.94142857142856,1605.6710989010987,455,5.615384615384615
13889.0,93,6,1991.23,3,3,3,333,Others,1991.23,331.87166666666667,1225.6306070826306,593,3.693086003372681
13890.0,1,14,2927.38,4,4,4,444,Champions,2927.38,209.09857142857143,1459.6908469945354,732,6.98087431693989
13891.0,378,3,859.21,2,2,2,222,Others,859.21,286.40333333333336,1544.884975369458,203,5.394088669950738
13892.0,27,6,1267.6499999999999,3,3,3,333,Others,1267.6499999999999,211.27499999999998,842.7909836065572,549,3.989071038251366
13893.0,298,1,821.1,2,1,2,212,Others,821.1,821.1,42697.200000000004,1,52.0
13894.0,24,3,564.62,4,2,2,422,Potential Loyalist,564.62,188.20666666666668,720.5814685314685,286,3.8286713286713288
13895.0,28,6,4008.52,3,3,4,334,Others,4008.52,668.0866666666667,2066.539265536723,708,3.0932203389830506
13896.0,626,1,388.55,1,1,2,112,Lost Customers,388.55,388.55,20204.600000000002,1,52.0
13897.0,50,3,1160.72,3,2,3,323,Potential Loyalist,1160.72,386.9066666666667,675.6982456140352,627,1.7464114832535886
13898.0,326,2,686.4,2,2,2,222,Others,686.4,343.2,2947.4823529411765,85,8.588235294117647
13899.0,16,2,388.52,4,2,2,422,Potential Loyalist,388.52,194.26,549.6503875968992,258,2.8294573643410854
13900.0,183,6,1610.59,2,3,3,233,Others,1610.59,268.4316666666667,1333.0280045351474,441,4.965986394557823
13901.0,72,15,5676.34,3,4,4,344,Champions,5676.34,378.42266666666666,3283.4613312202855,631,8.676703645007924
13902.0,632,5,34095.26,1,3,4,134,At Risk,34095.26,6819.052000000001,135269.23804347825,92,19.83695652173913
13903.0,400,1,165.45000000000002,1,1,1,111,Lost Customers,165.45000000000002,165.45000000000002,8603.400000000001,1,52.0
13904.0,37,2,332.64,3,2,1,321,Potential Loyalist,332.64,166.32,472.4264591439689,257,2.840466926070039
13905.0,733,1,312.65,1,1,1,111,Lost Customers,312.65,312.65,16257.8,1,52.0
13906.0,409,1,42.0,1,1,1,111,Lost Customers,42.0,42.0,2184.0,1,52.0
13907.0,692,1,136.8,1,1,1,111,Lost Customers,136.8,136.8,7113.6,1,52.0
13908.0,80,4,2369.55,3,3,4,334,Others,2369.55,592.3875,4412.682397959184,196,7.448979591836735
13909.0,423,2,282.85,1,2,1,121,Others,282.85,141.425,1053.4719387755104,98,7.448979591836735
13911.0,57,20,4234.99,3,4,4,344,Champions,4234.99,211.74949999999998,2619.951440677966,590,12.372881355932202
13912.0,424,1,124.95,1,1,1,111,Lost Customers,124.95,124.95,6497.400000000001,1,52.0
13913.0,507,1,42.22,1,1,1,111,Lost Customers,42.22,42.22,2195.44,1,52.0
13914.0,12,2,626.45,4,2,2,422,Potential Loyalist,626.45,313.225,9527.26041666667,24,30.41666666666667
13915.0,394,1,70.80000000000001,1,1,1,111,Lost Customers,70.80000000000001,70.80000000000001,3681.6000000000004,1,52.0
13916.0,464,4,1275.81,1,3,3,133,At Risk,1275.81,318.9525,2206.9699052132705,211,6.919431279620854
13917.0,50,2,272.04,3,2,1,321,Potential Loyalist,272.04,136.02,704.2170212765957,141,5.177304964539006
13918.0,50,2,1212.8400000000001,3,2,3,323,Potential Loyalist,1212.8400000000001,606.4200000000001,2180.722167487685,203,3.5960591133004924
13919.0,59,4,1360.68,3,3,3,333,Others,1360.68,340.17,1032.5326403326403,481,3.0353430353430353
13920.0,432,4,1774.68,1,3,3,133,At Risk,1774.68,443.67,4982.755384615385,130,11.230769230769232
13921.0,402,4,730.7,1,3,2,132,At Risk,730.7,182.675,836.0673981191223,319,4.576802507836991
13922.0,352,3,865.2,2,2,2,222,Others,865.2,288.40000000000003,2746.0695652173918,115,9.521739130434783
13923.0,54,1,351.13,3,1,2,312,Potential Loyalist,351.13,351.13,18258.76,1,52.0
13924.0,2,6,1838.8500000000001,4,3,3,433,Loyal Customers,1838.8500000000001,306.475,9588.289285714287,70,31.28571428571429
13925.0,93,4,678.25,3,3,2,332,Others,678.25,169.5625,5894.315476190476,42,34.76190476190476
13926.0,23,1,223.85000000000002,4,1,1,411,Potential Loyalist,223.85000000000002,223.85000000000002,11640.2,1,52.0
13927.0,75,2,708.26,3,2,2,322,Potential Loyalist,708.26,354.13,714.1295580110498,362,2.016574585635359
13928.0,11,4,464.57,4,3,2,432,Loyal Customers,464.57,116.1425,1389.9020491803276,122,11.967213114754097
13929.0,169,11,3494.1,2,4,4,244,Others,3494.1,317.6454545454545,2429.2314285714288,525,7.647619047619048
13930.0,58,2,337.34,3,2,1,321,Potential Loyalist,337.34,168.67,1578.578205128205,78,9.358974358974358
13931.0,96,11,5257.38,3,4,4,344,Champions,5257.38,477.94363636363636,2998.34953125,640,6.2734375
13932.0,295,1,307.4,2,1,1,211,Others,307.4,307.4,15984.8,1,52.0
13933.0,109,2,608.7900000000001,2,2,2,222,Others,608.7900000000001,304.39500000000004,5697.65,39,18.717948717948715
13934.0,264,1,922.1,2,1,3,213,Others,922.1,922.1,47949.200000000004,1,52.0
13935.0,597,3,6116.92,1,2,4,124,Others,6116.92,2038.9733333333334,40594.10545454545,55,19.90909090909091
13936.0,180,3,939.66,2,2,3,223,Others,939.66,313.21999999999997,1465.708974358974,234,4.679487179487179
13937.0,169,2,880.13,2,2,3,223,Others,880.13,440.065,1378.7444206008583,233,3.133047210300429
13938.0,35,1,71.66,3,1,1,311,Potential Loyalist,71.66,71.66,3726.3199999999997,1,52.0
13939.0,23,7,1560.96,4,4,3,443,Champions,1560.96,222.99428571428572,967.3181663837014,589,4.3378607809847205
13940.0,17,4,839.14,4,3,2,432,Loyal Customers,839.14,209.785,2430.8420634920635,126,11.587301587301587
13941.0,22,15,10027.18,4,4,4,444,Champions,10027.18,668.4786666666666,5220.999572039943,701,7.8102710413694725
13942.0,535,1,320.0,1,1,1,111,Lost Customers,320.0,320.0,16640.0,1,52.0
13943.0,578,1,246.54,1,1,1,111,Lost Customers,246.54,246.54,12820.08,1,52.0
13944.0,653,1,200.43,1,1,1,111,Lost Customers,200.43,200.43,10422.36,1,52.0
13945.0,395,2,854.15,1,2,2,122,Others,854.15,427.075,3667.820588235294,85,8.588235294117647
13946.0,79,6,1876.23,3,3,3,333,Others,1876.23,312.705,1043.9389481707317,656,3.3384146341463414
13947.0,65,1,90.6,3,1,1,311,Potential Loyalist,90.6,90.6,4711.2,1,52.0
13948.0,361,4,548.76,2,3,2,232,Others,548.76,137.19,535.5545454545454,374,3.9037433155080214
13949.0,3,6,2427.32,4,3,4,434,Champions,2427.32,404.55333333333334,9735.953846153847,91,24.065934065934066
13950.0,11,4,745.06,4,3,2,432,Loyal Customers,745.06,186.265,1157.2208510638297,235,6.212765957446808
13951.0,176,3,674.45,2,2,2,222,Others,674.45,224.8166666666667,2086.2224576271187,118,9.279661016949152
13952.0,218,14,12823.521,2,4,4,244,Others,12823.521,915.9657857142857,9268.485475247526,505,10.118811881188119
13953.0,7,12,6640.68,4,4,4,444,Champions,6640.68,553.39,3361.7866851595004,721,6.074895977808599
13954.0,2,2,439.92,4,2,2,422,Potential Loyalist,439.92,219.96,2327.1130434782613,69,10.579710144927537
13955.0,154,3,544.0699999999999,2,2,2,222,Others,544.0699999999999,181.35666666666665,902.6615909090909,220,4.9772727272727275
13956.0,5,5,1019.27,4,3,3,433,Loyal Customers,1019.27,203.85399999999998,1398.6223684210524,266,6.860902255639098
13957.0,418,3,458.25,1,2,2,122,Others,458.25,152.75,696.921875,240,4.5625
13958.0,380,8,4709.2300000000005,2,4,4,244,Others,4709.2300000000005,588.6537500000001,4855.562005649718,354,8.248587570621469
13959.0,79,6,1064.77,3,3,3,333,Others,1064.77,177.46166666666667,901.7193735498842,431,5.081206496519722
13960.0,21,2,230.22,4,2,1,421,Potential Loyalist,230.22,115.11,1680.6060000000002,50,14.600000000000001
13961.0,392,1,538.4,1,1,2,112,Lost Customers,538.4,538.4,27996.8,1,52.0
13962.0,22,3,362.8,4,2,2,422,Potential Loyalist,362.8,120.93333333333334,320.634382566586,413,2.6513317191283297
13963.0,308,17,2860.57,2,4,4,244,Others,2860.57,168.26882352941178,3625.375173611111,288,21.54513888888889
13964.0,387,2,438.9,1,2,2,122,Others,438.9,219.45,3725.5465116279065,43,16.97674418604651
13965.0,477,3,996.61,1,2,3,123,Others,996.61,332.2033333333333,1609.5692477876107,226,4.845132743362832
13966.0,435,1,384.26,1,1,2,112,Lost Customers,384.26,384.26,19981.52,1,52.0
13967.0,146,2,166.3,2,2,1,221,Others,166.3,83.15,242.79800000000006,250,2.9200000000000004
13968.0,423,1,123.66,1,1,1,111,Lost Customers,123.66,123.66,6430.32,1,52.0
13969.0,7,35,12973.460000000001,4,4,4,444,Champions,12973.460000000001,370.67028571428574,7674.737277147488,617,20.705024311183145
13970.0,386,2,846.55,1,2,2,122,Others,846.55,423.275,6058.642156862745,51,14.313725490196077
13971.0,19,14,4667.57,4,4,4,444,Champions,4667.57,333.3978571428571,2565.757605421686,664,7.69578313253012
13972.0,71,2,190.25,3,2,1,321,Potential Loyalist,190.25,95.125,530.0858778625953,131,5.572519083969465
13973.0,287,1,264.7,2,1,1,211,Others,264.7,264.7,13764.4,1,52.0
13974.0,49,2,677.72,3,2,2,322,Potential Loyalist,677.72,338.86,464.9770676691729,532,1.3721804511278195
13975.0,31,12,5256.4,3,4,4,344,Champions,5256.4,438.0333333333333,2979.170807453416,644,6.801242236024844
13976.0,207,4,1192.36,2,3,3,233,Others,1192.36,298.09,944.0594360086767,461,3.1670281995661607
13977.0,411,1,519.8100000000001,1,1,2,112,Lost Customers,519.8100000000001,519.8100000000001,27030.120000000003,1,52.0
13978.0,15,2,196.79000000000002,4,2,1,421,Potential Loyalist,196.79000000000002,98.39500000000001,2394.2783333333336,30,24.333333333333336
13979.0,73,7,3379.93,3,4,4,344,Champions,3379.93,482.84714285714284,1860.7457767722474,663,3.8536953242835597
13980.0,60,5,768.82,3,3,2,332,Others,768.82,153.764,471.6290756302521,595,3.0672268907563023
13981.0,416,1,331.14,1,1,1,111,Lost Customers,331.14,331.14,17219.28,1,52.0
13982.0,39,9,3954.29,3,4,4,344,Champions,3954.29,439.36555555555555,2223.9073189522346,649,5.061633281972266
13983.0,30,21,6753.89,3,4,4,344,Champions,6753.89,321.61380952380955,3521.671214285715,700,10.950000000000001
13984.0,27,12,1893.8,3,4,3,343,Others,1893.8,157.81666666666666,979.0892351274788,706,6.203966005665722
13985.0,4,22,10020.86,4,4,4,444,Champions,10020.86,455.49363636363637,5508.454668674699,664,12.093373493975903
13986.0,17,1,320.46,4,1,1,411,Potential Loyalist,320.46,320.46,16663.92,1,52.0
13987.0,380,2,682.54,2,2,2,222,Others,682.54,341.27,11863.195238095237,21,34.76190476190476
13988.0,20,8,4757.8,4,4,4,444,Champions,4757.8,594.725,2870.40826446281,605,4.8264462809917354
13989.0,66,5,2026.06,3,3,3,333,Others,2026.06,405.212,1487.9515090543257,497,3.6720321931589535
13990.0,213,1,311.3,2,1,1,211,Others,311.3,311.3,16187.6,1,52.0
13991.0,12,6,852.88,4,3,2,432,Loyal Customers,852.88,142.14666666666668,2376.345038167939,131,16.717557251908396
13992.0,30,3,219.5,3,2,1,321,Potential Loyalist,219.5,73.16666666666667,185.45717592592595,432,2.5347222222222223
13993.0,43,19,6775.71,3,4,4,344,Champions,6775.71,356.6163157894737,3568.736147186147,693,10.007215007215006
13994.0,4,6,2274.14,4,3,4,434,Champions,2274.14,379.0233333333333,5764.313194444444,144,15.208333333333334
13995.0,15,14,3902.01,4,4,4,444,Champions,3902.01,278.71500000000003,2017.3281161473092,706,7.237960339943343
13996.0,386,2,895.76,1,2,3,123,Others,895.76,447.88,23289.76,13,52.0
13997.0,519,3,376.46,1,2,2,122,Others,376.46,125.48666666666666,4432.512903225806,31,35.32258064516129
13998.0,447,3,566.7,1,2,2,122,Others,566.7,188.9,1603.4534883720933,129,8.488372093023257
13999.0,10,29,9502.26,4,4,4,444,Champions,9502.26,327.6641379310345,4790.504005524862,724,14.620165745856353
14000.0,211,5,2046.3400000000001,2,3,3,233,Others,2046.3400000000001,409.26800000000003,1419.988783269962,526,3.4695817490494294
14001.0,46,9,4228.85,3,4,4,344,Champions,4228.85,469.87222222222226,3453.087807606264,447,7.348993288590604
14002.0,134,2,529.73,2,2,2,222,Others,529.73,264.865,8788.702272727272,22,33.18181818181818
14003.0,733,1,209.41,1,1,1,111,Lost Customers,209.41,209.41,10889.32,1,52.0
14004.0,43,11,6258.45,3,4,4,344,Champions,6258.45,568.9499999999999,5827.383290816326,392,10.24234693877551
14005.0,10,5,2874.72,4,3,4,434,Champions,2874.72,574.944,5093.557281553397,206,8.859223300970873
14006.0,116,7,2196.67,2,4,3,243,Others,2196.67,313.81,1495.866697761194,536,4.766791044776119
14007.0,513,1,79.48,1,1,1,111,Lost Customers,79.48,79.48,4132.96,1,52.0
14008.0,432,1,509.04,1,1,2,112,Lost Customers,509.04,509.04,26470.08,1,52.0
14009.0,198,3,1099.91,2,2,3,223,Others,1099.91,366.6366666666667,1520.7089015151516,264,4.1477272727272725
14010.0,565,2,445.15,1,2,2,122,Others,445.15,222.575,11573.9,1,52.0
14011.0,480,2,457.82,1,2,2,122,Others,457.82,228.91,1315.7818897637794,127,5.748031496062992
14012.0,278,1,328.8,2,1,1,211,Others,328.8,328.8,17097.600000000002,1,52.0
14013.0,110,5,1084.57,2,3,3,233,Others,1084.57,216.914,771.6726120857699,513,3.557504873294347
14014.0,77,3,1948.21,3,2,3,323,Potential Loyalist,1948.21,649.4033333333333,1425.043386773547,499,2.19438877755511
